spanID,startTime,durationNanos,2xx_rate,istio.namespace,http.method,istio.cluster_id,user_agent,response_size,http.status_code,istio.canonical_revision,istio.canonical_service,component,http.url,node_id,net.host.ip,guid:x-request-id,response_flags,zone,downstream_cluster,request_size,upstream_cluster.name,upstream_cluster,peer.address,istio.mesh_id,http.protocol
V5J0d/wWkqo=,1723409645709017000,1034000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,orders,proxy,http://payment/paymentAuth,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,3a654082-e090-4e8e-980e-5eb775b80940,-,us-east-1c,-,354,outbound|80|v1|payment.sock-shop.svc.cluster.local,outbound|80|v1|payment.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
UAzt8YMg0mU=,1723409645678541000,9258000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,user,proxy,http://user/addresses/66b92065dade2b00013f82cb,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,c1c81569-7ac0-4e4b-bdae-ab61ae65b568,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
wuz5afAuetU=,1723409645679774000,8545000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,user,proxy,http://user/cards/66b92065dade2b00013f82c9,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,6f10c89d-139b-4eda-bee8-e6223969becf,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
VLMkYEvZ5B0=,1723409645679965000,8025000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,user,proxy,http://user/customers/66b92065dade2b00013f82c8,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,db062321-ff1c-43ca-854a-92854e602a3f,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
DQXUNBTKjDs=,1723409645709267000,555000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,payment,proxy,http://payment/paymentAuth,sidecar~172.20.98.219~payment-d5fdf579-qnx2g.sock-shop~sock-shop.svc.cluster.local,172.20.98.219,3a654082-e090-4e8e-980e-5eb775b80940,-,us-east-1c,-,354,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
fA+TUgWistI=,1723409615476806000,74652000,1,sock-shop,POST,Kubernetes,-,227,406,v1,orders,proxy,http://orders/orders,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,a79638e6-cb01-986b-b136-3783a4d9d8c8,-,us-east-1c,-,232,inbound|80||,inbound|80||,172.20.85.44,cluster.local,HTTP/1.1
yVL1W0Zs4LQ=,1723409615478929000,63440000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,orders,proxy,http://user/customers/66b92068dade2b00013f82d4,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,d186a33e-d234-454d-bb4c-25b43baf5fc8,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
JIB8RTgXrZY=,1723409615548862000,1350000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,orders,proxy,http://payment/paymentAuth,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,e9b5a59e-aecf-4f2f-89fa-b56882bf894e,-,us-east-1c,-,353,outbound|80|v1|payment.sock-shop.svc.cluster.local,outbound|80|v1|payment.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
C7qrS4N4Fqo=,1723409615479212000,52414000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,orders,proxy,http://user/addresses/66b92068dade2b00013f82d8,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,6d9411b3-cec0-4938-903b-cc0c08809a77,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
bB0MyvZlKv4=,1723409615479458000,52615000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,226,200,v1,orders,proxy,http://user/cards/66b92068dade2b00013f82d6,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,633aa264-1738-4a12-bbdb-0597d80efd80,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
FExH1/GuOys=,1723409615479624000,57844000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,1021,200,v1,orders,proxy,http://carts/carts/66b92068dade2b00013f82d4/items,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,055534f4-9d21-42bb-a3c9-2f523219e7dc,-,us-east-1c,-,0,outbound|80||carts.sock-shop.svc.cluster.local,outbound|80||carts.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
pE331L286d8=,1723409615479422000,62333000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,user,proxy,http://user/customers/66b92068dade2b00013f82d4,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,d186a33e-d234-454d-bb4c-25b43baf5fc8,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
wOi7BxdOG7k=,1723409615479883000,51770000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,226,200,v1,user,proxy,http://user/cards/66b92068dade2b00013f82d6,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,633aa264-1738-4a12-bbdb-0597d80efd80,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
GKdXBWt+DeY=,1723409615479806000,51139000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,user,proxy,http://user/addresses/66b92068dade2b00013f82d8,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,6d9411b3-cec0-4938-903b-cc0c08809a77,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
wQMGD9qiaEw=,1723409615549144000,728000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,payment,proxy,http://payment/paymentAuth,sidecar~172.20.98.219~payment-d5fdf579-qnx2g.sock-shop~sock-shop.svc.cluster.local,172.20.98.219,e9b5a59e-aecf-4f2f-89fa-b56882bf894e,-,us-east-1c,-,353,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
Kd7A6/VOACw=,1723409595688957000,27382000,1,sock-shop,POST,Kubernetes,-,227,406,v1,orders,proxy,http://orders/orders,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,90029bde-dfc8-9341-b708-922cea26649a,-,us-east-1c,-,232,inbound|80||,inbound|80||,172.20.85.44,cluster.local,HTTP/1.1
UiE/JtGHvKU=,1723409595692308000,4010000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,orders,proxy,http://user/addresses/66b92068dade2b00013f82d8,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,83fc242b-5d3c-4eed-85c0-76fc7ee28af9,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
bj19C+Lfiq4=,1723409595691937000,9161000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,orders,proxy,http://user/customers/66b92068dade2b00013f82d4,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,b7a92301-d258-4375-b766-098e1de002cf,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
2dJvk/cqar0=,1723409595692396000,2255000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,226,200,v1,orders,proxy,http://user/cards/66b92068dade2b00013f82d6,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,bcdf2ae9-0081-43ef-969e-03aa99290895,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
PDc0gSEhhz8=,1723409595692555000,19748000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,1021,200,v1,orders,proxy,http://carts/carts/66b92068dade2b00013f82d4/items,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,ae3169cc-999e-4513-accb-29790e577a62,-,us-east-1c,-,0,outbound|80||carts.sock-shop.svc.cluster.local,outbound|80||carts.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
vum/0YmcT1c=,1723409595714268000,1078000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,orders,proxy,http://payment/paymentAuth,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,a5e7ff92-439d-460b-a5be-630ef7819aa5,-,us-east-1c,-,352,outbound|80|v1|payment.sock-shop.svc.cluster.local,outbound|80|v1|payment.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
F1eJVcElUiw=,1723409595692522000,8331000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,user,proxy,http://user/customers/66b92068dade2b00013f82d4,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,b7a92301-d258-4375-b766-098e1de002cf,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
B8WxeqJq3Y8=,1723409595692751000,1590000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,226,200,v1,user,proxy,http://user/cards/66b92068dade2b00013f82d6,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,bcdf2ae9-0081-43ef-969e-03aa99290895,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
uDoTC0Oyqtc=,1723409595693117000,2564000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,user,proxy,http://user/addresses/66b92068dade2b00013f82d8,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,83fc242b-5d3c-4eed-85c0-76fc7ee28af9,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
dO5HikL9biU=,1723409595714511000,593000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,payment,proxy,http://payment/paymentAuth,sidecar~172.20.98.219~payment-d5fdf579-qnx2g.sock-shop~sock-shop.svc.cluster.local,172.20.98.219,a5e7ff92-439d-460b-a5be-630ef7819aa5,-,us-east-1c,-,352,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
hOuWFN4GaaE=,1723409523776983000,60598000,1,sock-shop,POST,Kubernetes,-,227,406,v1,orders,proxy,http://orders/orders,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,bdcdef9d-a76f-9657-bd09-448c2af86a86,-,us-east-1c,-,232,inbound|80||,inbound|80||,172.20.85.44,cluster.local,HTTP/1.1
a0Gb3HQk0E8=,1723409523779878000,47633000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,orders,proxy,http://user/customers/66b92063dade2b00013f82c1,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,c5f0772f-02bb-4e0e-9114-778ded60d0a0,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
Mu78JSL63zc=,1723409523780182000,13018000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,orders,proxy,http://user/addresses/66b92063dade2b00013f82c3,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,a3f32385-ba07-42f6-988b-9c08efe027ef,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
qHsBC2+9afo=,1723409523782234000,11073000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,orders,proxy,http://user/cards/66b92063dade2b00013f82c2,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,9c3f658f-48be-4f13-9b65-2965bc86a05b,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
L9s9QvV6WgY=,1723409523783612000,35125000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,1021,200,v1,orders,proxy,http://carts/carts/66b92063dade2b00013f82c1/items,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,715f8630-651a-41df-9870-130b6839c285,-,us-east-1c,-,0,outbound|80||carts.sock-shop.svc.cluster.local,outbound|80||carts.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
tTEIJsYTc7k=,1723409523832677000,1448000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,orders,proxy,http://payment/paymentAuth,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,1c4ac285-a4de-46b0-a4ac-6e406dff4caf,-,us-east-1c,-,354,outbound|80|v1|payment.sock-shop.svc.cluster.local,outbound|80|v1|payment.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
CwjRDGikkms=,1723409523781473000,45681000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,user,proxy,http://user/customers/66b92063dade2b00013f82c1,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,c5f0772f-02bb-4e0e-9114-778ded60d0a0,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
BqkrTVW+lx8=,1723409523781695000,6412000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,user,proxy,http://user/addresses/66b92063dade2b00013f82c3,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,a3f32385-ba07-42f6-988b-9c08efe027ef,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
Srn+vKeJUns=,1723409523782491000,7810000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,user,proxy,http://user/cards/66b92063dade2b00013f82c2,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,9c3f658f-48be-4f13-9b65-2965bc86a05b,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
EwbyYi1oR/8=,1723409523832894000,759000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,payment,proxy,http://payment/paymentAuth,sidecar~172.20.98.219~payment-d5fdf579-qnx2g.sock-shop~sock-shop.svc.cluster.local,172.20.98.219,1c4ac285-a4de-46b0-a4ac-6e406dff4caf,-,us-east-1c,-,354,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
LhciG6ShUxQ=,1723409503880955000,36628000,1,sock-shop,POST,Kubernetes,-,227,406,v1,orders,proxy,http://orders/orders,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,8839cf9d-af37-9e4a-8bf7-25c23393b6c5,-,us-east-1c,-,232,inbound|80||,inbound|80||,172.20.85.44,cluster.local,HTTP/1.1
hOw2V9FO2I0=,1723409503884296000,16235000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,orders,proxy,http://user/customers/66b92065dade2b00013f82c8,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,f5e9c927-7dd6-4aa9-ba24-c18a66f11f38,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
wYj4jVE7SnA=,1723409503884612000,13861000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,orders,proxy,http://user/cards/66b92065dade2b00013f82c9,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,5b326863-4a84-42a7-a60a-a446f57b1e2e,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
QYlN9IUQilI=,1723409503884600000,14422000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,user,proxy,http://user/customers/66b92065dade2b00013f82c8,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,f5e9c927-7dd6-4aa9-ba24-c18a66f11f38,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
ZTV60tZAIZE=,1723409503884791000,13886000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,orders,proxy,http://user/addresses/66b92065dade2b00013f82cb,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,1acae1a2-2204-41c3-bd30-d8330745704b,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
CvuF+ISuM6g=,1723409503884922000,28649000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,1021,200,v1,orders,proxy,http://carts/carts/66b92065dade2b00013f82c8/items,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,75e4e1ae-701a-4da1-ab2c-84bfed2df6fe,-,us-east-1c,-,0,outbound|80||carts.sock-shop.svc.cluster.local,outbound|80||carts.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
Zo0u61wU6ig=,1723409503915365000,1495000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,orders,proxy,http://payment/paymentAuth,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,bb3ba147-a996-4a1a-b5e9-80e4901b0b53,-,us-east-1c,-,354,outbound|80|v1|payment.sock-shop.svc.cluster.local,outbound|80|v1|payment.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
B4dzqhlY+Vw=,1723409503884798000,10722000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,user,proxy,http://user/cards/66b92065dade2b00013f82c9,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,5b326863-4a84-42a7-a60a-a446f57b1e2e,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
a0Ut2qQO0U0=,1723409503885345000,10047000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,user,proxy,http://user/addresses/66b92065dade2b00013f82cb,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,1acae1a2-2204-41c3-bd30-d8330745704b,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
NplHXeKPphw=,1723409503915710000,891000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,payment,proxy,http://payment/paymentAuth,sidecar~172.20.98.219~payment-d5fdf579-qnx2g.sock-shop~sock-shop.svc.cluster.local,172.20.98.219,bb3ba147-a996-4a1a-b5e9-80e4901b0b53,-,us-east-1c,-,354,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
rgL2WYWeVYg=,1723409487595331000,55477000,1,sock-shop,POST,Kubernetes,-,227,406,v1,orders,proxy,http://orders/orders,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,503c77a4-f296-9264-aefa-4cc865e857e4,-,us-east-1c,-,232,inbound|80||,inbound|80||,172.20.85.44,cluster.local,HTTP/1.1
Pthvg9gjavY=,1723409487597184000,5482000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,orders,proxy,http://user/addresses/66b92065dade2b00013f82cb,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,bd8efbeb-e5d9-4ed3-bb67-e2799bd81f3c,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
nDiA7h51EFE=,1723409487597369000,9792000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,orders,proxy,http://user/customers/66b92065dade2b00013f82c8,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,a3e8394c-6bd0-46d0-855b-fe2af63e7a1f,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
0nYqwRBT58A=,1723409487597664000,48391000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,1021,200,v1,orders,proxy,http://carts/carts/66b92065dade2b00013f82c8/items,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,5bc4c4a9-3043-4930-b251-8d22812d240c,-,us-east-1c,-,0,outbound|80||carts.sock-shop.svc.cluster.local,outbound|80||carts.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
jpMFJK51Ixk=,1723409487596929000,5532000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,orders,proxy,http://user/cards/66b92065dade2b00013f82c9,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,52323ec2-27ef-45b8-b55c-2b48ccdc21c5,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
xT9JBOlklE4=,1723409487648629000,1124000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,orders,proxy,http://payment/paymentAuth,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,f649263e-9376-4bf4-b617-ce11f16d1390,-,us-east-1c,-,352,outbound|80|v1|payment.sock-shop.svc.cluster.local,outbound|80|v1|payment.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
W41CbfRp4ls=,1723409487598125000,8735000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,user,proxy,http://user/customers/66b92065dade2b00013f82c8,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,a3e8394c-6bd0-46d0-855b-fe2af63e7a1f,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
A1ho00h1FUQ=,1723409487598369000,3557000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,user,proxy,http://user/cards/66b92065dade2b00013f82c9,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,52323ec2-27ef-45b8-b55c-2b48ccdc21c5,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
sINoTXUzl2M=,1723409487598515000,3519000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,user,proxy,http://user/addresses/66b92065dade2b00013f82cb,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,bd8efbeb-e5d9-4ed3-bb67-e2799bd81f3c,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
3yZThTW42rw=,1723409487648872000,618000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,payment,proxy,http://payment/paymentAuth,sidecar~172.20.98.219~payment-d5fdf579-qnx2g.sock-shop~sock-shop.svc.cluster.local,172.20.98.219,f649263e-9376-4bf4-b617-ce11f16d1390,-,us-east-1c,-,352,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
2YEBJIF7dto=,1723409349663816000,48790000,1,sock-shop,POST,Kubernetes,-,227,406,v1,orders,proxy,http://orders/orders,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,8d496f53-6f6c-9afd-9392-89634dcd55ba,-,us-east-1c,-,232,inbound|80||,inbound|80||,172.20.85.44,cluster.local,HTTP/1.1
VQ+WaDG2V9I=,1723409349665633000,6379000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,orders,proxy,http://user/customers/66b92063dade2b00013f82c1,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,8d8470d2-3666-4e7d-9098-c678bd8e9a8b,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
