spanID,startTime,durationNanos,2xx_rate,istio.namespace,http.method,istio.cluster_id,user_agent,response_size,http.status_code,istio.canonical_revision,istio.canonical_service,component,http.url,node_id,net.host.ip,guid:x-request-id,response_flags,zone,downstream_cluster,request_size,upstream_cluster.name,upstream_cluster,peer.address,istio.mesh_id,http.protocol
5gYmuWlTuG4=,1723409739779314000,55010000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,user,proxy,http://user/addresses/66b92065dade2b00013f82cb,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,645cabe6-7eaa-4ff9-b837-539fb1e9d298,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
ou4BraWN90U=,1723409740135404000,651000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,payment,proxy,http://payment/paymentAuth,sidecar~172.20.98.219~payment-d5fdf579-qnx2g.sock-shop~sock-shop.svc.cluster.local,172.20.98.219,3c3a8601-0b1a-4269-a02b-dac115e975b1,-,us-east-1c,-,352,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
bQCDxjB728g=,1723409726681428000,52497000,1,sock-shop,POST,Kubernetes,-,227,406,v1,orders,proxy,http://orders/orders,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,a7179300-b179-94eb-8d1c-279101061da1,-,us-east-1c,-,232,inbound|80||,inbound|80||,172.20.85.44,cluster.local,HTTP/1.1
D6uY+Cxu2Ko=,1723409726693455000,4596000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,orders,proxy,http://user/addresses/66b92065dade2b00013f82cb,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,03f31fd4-7abd-48d9-b52b-27d001918f02,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
b091n08BMh0=,1723409726693592000,7432000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,orders,proxy,http://user/customers/66b92065dade2b00013f82c8,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,d45917d5-829e-493b-b035-10ecc0a67245,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
iQSEOXlqpso=,1723409726693932000,6630000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,orders,proxy,http://user/cards/66b92065dade2b00013f82c9,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,2f87edac-6948-4208-9595-69b151623ff6,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
HUorv+Njj3M=,1723409726731794000,1429000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,orders,proxy,http://payment/paymentAuth,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,33809cb3-8e4b-47ad-ac73-9191f62d91a4,-,us-east-1c,-,351,outbound|80|v1|payment.sock-shop.svc.cluster.local,outbound|80|v1|payment.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
jhf6vJDRrXs=,1723409726694031000,3811000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,user,proxy,http://user/addresses/66b92065dade2b00013f82cb,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,03f31fd4-7abd-48d9-b52b-27d001918f02,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
9nZ5dtoEgiM=,1723409726694180000,6672000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,user,proxy,http://user/customers/66b92065dade2b00013f82c8,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,d45917d5-829e-493b-b035-10ecc0a67245,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
NnURC3gUqUU=,1723409726695107000,3733000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,user,proxy,http://user/cards/66b92065dade2b00013f82c9,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,2f87edac-6948-4208-9595-69b151623ff6,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
8Nl+cHr/GQY=,1723409726699674000,30202000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,1021,200,v1,orders,proxy,http://carts/carts/66b92065dade2b00013f82c8/items,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,60736e6e-aeb6-4e33-9fed-ac66eb5399fc,-,us-east-1c,-,0,outbound|80||carts.sock-shop.svc.cluster.local,outbound|80||carts.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
HBkB+tXkf/s=,1723409726732531000,502000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,payment,proxy,http://payment/paymentAuth,sidecar~172.20.98.219~payment-d5fdf579-qnx2g.sock-shop~sock-shop.svc.cluster.local,172.20.98.219,33809cb3-8e4b-47ad-ac73-9191f62d91a4,-,us-east-1c,-,351,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
y7baxlO/eJQ=,1723409694369456000,58221000,1,sock-shop,POST,Kubernetes,-,227,406,v1,orders,proxy,http://orders/orders,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,ec4b2e35-bdfc-9016-aa12-3465b2d3e35a,-,us-east-1c,-,232,inbound|80||,inbound|80||,172.20.85.44,cluster.local,HTTP/1.1
dD3adp0xpCQ=,1723409694371584000,4716000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,orders,proxy,http://user/addresses/66b92065dade2b00013f82cb,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,6a88375b-cb31-4d80-98c2-e433d3283612,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
RQC5a874Opg=,1723409694371807000,9300000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,orders,proxy,http://user/customers/66b92065dade2b00013f82c8,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,a96ce34c-ca61-424e-94d1-c48bcfe2268f,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
Okrmci8/epQ=,1723409694372372000,4129000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,orders,proxy,http://user/cards/66b92065dade2b00013f82c9,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,79aa8e82-e2f9-43aa-b2c6-ef5c1937e5ee,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
fUU0nPi2T+A=,1723409694374484000,49240000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,1021,200,v1,orders,proxy,http://carts/carts/66b92065dade2b00013f82c8/items,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,89851157-1d00-415b-8500-50aaaae04346,-,us-east-1c,-,0,outbound|80||carts.sock-shop.svc.cluster.local,outbound|80||carts.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
o27irYYXJ9s=,1723409694425559000,852000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,orders,proxy,http://payment/paymentAuth,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,bb4e4d17-4641-4e18-9a4f-13a796a50819,-,us-east-1c,-,354,outbound|80|v1|payment.sock-shop.svc.cluster.local,outbound|80|v1|payment.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
4CI//0lMEyo=,1723409694371983000,2740000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,user,proxy,http://user/addresses/66b92065dade2b00013f82cb,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,6a88375b-cb31-4d80-98c2-e433d3283612,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
cmsbLJ9k2Bo=,1723409694372812000,8052000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,user,proxy,http://user/customers/66b92065dade2b00013f82c8,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,a96ce34c-ca61-424e-94d1-c48bcfe2268f,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
u/FMnpT+ZwA=,1723409694373003000,2428000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,user,proxy,http://user/cards/66b92065dade2b00013f82c9,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,79aa8e82-e2f9-43aa-b2c6-ef5c1937e5ee,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
weswXf/1I9g=,1723409694425749000,438000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,payment,proxy,http://payment/paymentAuth,sidecar~172.20.98.219~payment-d5fdf579-qnx2g.sock-shop~sock-shop.svc.cluster.local,172.20.98.219,bb4e4d17-4641-4e18-9a4f-13a796a50819,-,us-east-1c,-,354,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
JvF7zA8xAYo=,1723409671075432000,65824000,1,sock-shop,POST,Kubernetes,-,227,406,v1,orders,proxy,http://orders/orders,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,e0f543d8-5d83-973e-aa60-1e2eafaf2101,-,us-east-1c,-,232,inbound|80||,inbound|80||,172.20.85.44,cluster.local,HTTP/1.1
dghihQyWbVM=,1723409671077867000,52651000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,orders,proxy,http://user/addresses/66b92068dade2b00013f82d8,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,854de785-7e78-478d-80cd-d3005aac0ca7,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
fcOkkYUviUs=,1723409671078765000,51883000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,orders,proxy,http://user/customers/66b92068dade2b00013f82d4,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,a1ed1b82-aec8-4fd1-95db-8de4f492cb27,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
JnHsiQHPyR0=,1723409671079105000,47816000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,226,200,v1,orders,proxy,http://user/cards/66b92068dade2b00013f82d6,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,d754034a-7776-406f-a135-43592479565d,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
o//PJAoV1mw=,1723409671079390000,25753000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,1021,200,v1,orders,proxy,http://carts/carts/66b92068dade2b00013f82d4/items,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,287f281e-0da7-4d6c-9956-2fc19298d9eb,-,us-east-1c,-,0,outbound|80||carts.sock-shop.svc.cluster.local,outbound|80||carts.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
BHMAri1ZOLY=,1723409671078147000,49999000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,user,proxy,http://user/addresses/66b92068dade2b00013f82d8,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,854de785-7e78-478d-80cd-d3005aac0ca7,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
rLznABsCCsY=,1723409671079866000,49490000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,user,proxy,http://user/customers/66b92068dade2b00013f82d4,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,a1ed1b82-aec8-4fd1-95db-8de4f492cb27,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
2AD2yxH61VM=,1723409671080003000,46654000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,226,200,v1,user,proxy,http://user/cards/66b92068dade2b00013f82d6,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,d754034a-7776-406f-a135-43592479565d,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
Ah1j2ELJC74=,1723409671134188000,5665000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,orders,proxy,http://payment/paymentAuth,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,88769099-20be-4641-9594-272854769bd5,-,us-east-1c,-,353,outbound|80|v1|payment.sock-shop.svc.cluster.local,outbound|80|v1|payment.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
CqmsKjTKS/4=,1723409671135082000,449000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,payment,proxy,http://payment/paymentAuth,sidecar~172.20.98.219~payment-d5fdf579-qnx2g.sock-shop~sock-shop.svc.cluster.local,172.20.98.219,88769099-20be-4641-9594-272854769bd5,-,us-east-1c,-,353,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
YfieQ+Tv9t0=,1723409665272769000,59526000,1,sock-shop,POST,Kubernetes,-,227,406,v1,orders,proxy,http://orders/orders,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,42845a27-1dcf-9981-acff-2564fab19504,-,us-east-1c,-,232,inbound|80||,inbound|80||,172.20.85.44,cluster.local,HTTP/1.1
rCWg7li4VPs=,1723409665274482000,2627000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,orders,proxy,http://user/addresses/66b92063dade2b00013f82c3,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,f08bf3b1-18e7-4f71-860a-bf0401815e44,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
foDmUUUCYZA=,1723409665274946000,48176000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,1021,200,v1,orders,proxy,http://carts/carts/66b92063dade2b00013f82c1/items,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,21b20622-13e6-4fd9-80ba-bc5c455cfcb6,-,us-east-1c,-,0,outbound|80||carts.sock-shop.svc.cluster.local,outbound|80||carts.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
VZ/b8BvAtsc=,1723409665274846000,6600000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,orders,proxy,http://user/customers/66b92063dade2b00013f82c1,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,7990d187-a224-441b-8cfe-eb1d823497c3,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
ki6CjBPuRVQ=,1723409665275023000,3183000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,orders,proxy,http://user/cards/66b92063dade2b00013f82c2,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,da492211-cfe1-4b36-9394-c37d3a47fb89,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
uhgqDP7IWJQ=,1723409665327785000,1373000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,orders,proxy,http://payment/paymentAuth,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,efb1279e-1355-4992-b48d-121d0f4f19f1,-,us-east-1c,-,352,outbound|80|v1|payment.sock-shop.svc.cluster.local,outbound|80|v1|payment.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
Z13B/14m3To=,1723409665275144000,1730000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,user,proxy,http://user/addresses/66b92063dade2b00013f82c3,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,f08bf3b1-18e7-4f71-860a-bf0401815e44,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
JsT7uhndW7g=,1723409665275317000,2645000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,user,proxy,http://user/cards/66b92063dade2b00013f82c2,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,da492211-cfe1-4b36-9394-c37d3a47fb89,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
vELTv/fKk5A=,1723409665275452000,5796000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,user,proxy,http://user/customers/66b92063dade2b00013f82c1,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,7990d187-a224-441b-8cfe-eb1d823497c3,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
Owua0y2TMsg=,1723409665328032000,772000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,payment,proxy,http://payment/paymentAuth,sidecar~172.20.98.219~payment-d5fdf579-qnx2g.sock-shop~sock-shop.svc.cluster.local,172.20.98.219,efb1279e-1355-4992-b48d-121d0f4f19f1,-,us-east-1c,-,352,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
ptctZ3229+g=,1723409656966411000,283240000,1,sock-shop,POST,Kubernetes,-,227,406,v1,orders,proxy,http://orders/orders,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,a94fa8cc-1aa4-9c5c-a895-424448452135,-,us-east-1c,-,232,inbound|80||,inbound|80||,172.20.85.44,cluster.local,HTTP/1.1
ko8ngpxRCP0=,1723409656967756000,156076000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,orders,proxy,http://user/addresses/66b92065dade2b00013f82cb,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,eae038df-540b-439b-8e68-0e4cc7e8c48a,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
ZWSHwdowUmY=,1723409656967971000,277400000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,orders,proxy,http://user/customers/66b92065dade2b00013f82c8,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,e6736e0a-d0f3-49aa-a1e6-85d5d0fd5b91,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
m8aoIJscFYE=,1723409656968108000,164828000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,orders,proxy,http://user/cards/66b92065dade2b00013f82c9,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,bfbd8439-1b39-4699-add8-b85401a67925,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
/SWvI6+twbY=,1723409657247553000,1083000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,orders,proxy,http://payment/paymentAuth,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,464b0b02-5474-4471-be30-343a73578cd8,-,us-east-1c,-,352,outbound|80|v1|payment.sock-shop.svc.cluster.local,outbound|80|v1|payment.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
wxpBMGh2xXs=,1723409656968277000,154784000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,user,proxy,http://user/addresses/66b92065dade2b00013f82cb,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,eae038df-540b-439b-8e68-0e4cc7e8c48a,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
v/TOrTN1gPc=,1723409656968539000,276123000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,user,proxy,http://user/customers/66b92065dade2b00013f82c8,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,e6736e0a-d0f3-49aa-a1e6-85d5d0fd5b91,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
pgNrHc5eRvo=,1723409656968676000,159839000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,user,proxy,http://user/cards/66b92065dade2b00013f82c9,sidecar~172.20.102.83~user-6c87c59f45-gzlb9.sock-shop~sock-shop.svc.cluster.local,172.20.102.83,bfbd8439-1b39-4699-add8-b85401a67925,-,us-east-1c,-,0,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
OiFrSGBeOrE=,1723409656969033000,43500000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,1021,200,v1,orders,proxy,http://carts/carts/66b92065dade2b00013f82c8/items,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,76bef8b1-77ea-4f9b-ab16-04ae7852283b,-,us-east-1c,-,0,outbound|80||carts.sock-shop.svc.cluster.local,outbound|80||carts.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
RMEQm6iLf2k=,1723409657247824000,543000,1,sock-shop,POST,Kubernetes,Java/1.8.0_111-internal,73,200,v1,payment,proxy,http://payment/paymentAuth,sidecar~172.20.98.219~payment-d5fdf579-qnx2g.sock-shop~sock-shop.svc.cluster.local,172.20.98.219,464b0b02-5474-4471-be30-343a73578cd8,-,us-east-1c,-,352,inbound|80||,inbound|80||,172.20.106.211,cluster.local,HTTP/1.1
R+ArP81yfLE=,1723409645676000000,34937000,1,sock-shop,POST,Kubernetes,-,227,406,v1,orders,proxy,http://orders/orders,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,b2d7d84d-4f21-9c9b-8e7a-85d15f5e0a76,-,us-east-1c,-,232,inbound|80||,inbound|80||,172.20.85.44,cluster.local,HTTP/1.1
Vbkg6sP3eFk=,1723409645679174000,10517000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,225,200,v1,orders,proxy,http://user/cards/66b92065dade2b00013f82c9,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,6f10c89d-139b-4eda-bee8-e6223969becf,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
vYF/wAeRBq0=,1723409645679535000,27705000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,1021,200,v1,orders,proxy,http://carts/carts/66b92065dade2b00013f82c8/items,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,6f3e6b71-0f1c-444b-8d6c-42cf823de43e,-,us-east-1c,-,0,outbound|80||carts.sock-shop.svc.cluster.local,outbound|80||carts.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
IB1Kxpxqcjo=,1723409645678189000,10430000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,301,200,v1,orders,proxy,http://user/addresses/66b92065dade2b00013f82cb,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,c1c81569-7ac0-4e4b-bdae-ab61ae65b568,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
d2MNedyUwYA=,1723409645679581000,9252000,1,sock-shop,GET,Kubernetes,Java/1.8.0_111-internal,394,200,v1,orders,proxy,http://user/customers/66b92065dade2b00013f82c8,sidecar~172.20.106.211~orders-56b58b9cb9-7r4wr.sock-shop~sock-shop.svc.cluster.local,172.20.106.211,db062321-ff1c-43ca-854a-92854e602a3f,-,us-east-1c,-,0,outbound|80|v1|user.sock-shop.svc.cluster.local,outbound|80|v1|user.sock-shop.svc.cluster.local,172.20.106.211,cluster.local,HTTP/1.1
