sequence,label
"['1726408745795384465', '1726408745795371586', '1726408745794321821', '1726408745794273073', '1726408745794106353', '1726408745793447191', '1726408745793398583', '1726408745793188181', '1726408745792618725', '1726408745792547906']",normal
"['1726408745795371586', '1726408745794321821', '1726408745794273073', '1726408745794106353', '1726408745793447191', '1726408745793398583', '1726408745793188181', '1726408745792618725', '1726408745792547906', '1726408745792508717']",normal
"['1726408745794321821', '1726408745794273073', '1726408745794106353', '1726408745793447191', '1726408745793398583', '1726408745793188181', '1726408745792618725', '1726408745792547906', '1726408745792508717', '1726408745792186912']",normal
"['1726408745794273073', '1726408745794106353', '1726408745793447191', '1726408745793398583', '1726408745793188181', '1726408745792618725', '1726408745792547906', '1726408745792508717', '1726408745792186912', '1726408745701293913']",normal
"['1726408745794106353', '1726408745793447191', '1726408745793398583', '1726408745793188181', '1726408745792618725', '1726408745792547906', '1726408745792508717', '1726408745792186912', '1726408745701293913', '1726408745698907283']",normal
"['1726408745793447191', '1726408745793398583', '1726408745793188181', '1726408745792618725', '1726408745792547906', '1726408745792508717', '1726408745792186912', '1726408745701293913', '1726408745698907283', '1726408745680453229']",normal
"['1726408745793398583', '1726408745793188181', '1726408745792618725', '1726408745792547906', '1726408745792508717', '1726408745792186912', '1726408745701293913', '1726408745698907283', '1726408745680453229', '1726408745679959118']",normal
"['1726408745793188181', '1726408745792618725', '1726408745792547906', '1726408745792508717', '1726408745792186912', '1726408745701293913', '1726408745698907283', '1726408745680453229', '1726408745679959118', '1726408745677361580']",normal
"['1726408745792618725', '1726408745792547906', '1726408745792508717', '1726408745792186912', '1726408745701293913', '1726408745698907283', '1726408745680453229', '1726408745679959118', '1726408745677361580', '1726408745670760129']",normal
"['1726408745792547906', '1726408745792508717', '1726408745792186912', '1726408745701293913', '1726408745698907283', '1726408745680453229', '1726408745679959118', '1726408745677361580', '1726408745670760129', '1726408745648808423']",normal
"['1726408745792508717', '1726408745792186912', '1726408745701293913', '1726408745698907283', '1726408745680453229', '1726408745679959118', '1726408745677361580', '1726408745670760129', '1726408745648808423', '1726408745647355021']",normal
"['1726408745792186912', '1726408745701293913', '1726408745698907283', '1726408745680453229', '1726408745679959118', '1726408745677361580', '1726408745670760129', '1726408745648808423', '1726408745647355021', '1726408745640835548']",normal
"['1726408745701293913', '1726408745698907283', '1726408745680453229', '1726408745679959118', '1726408745677361580', '1726408745670760129', '1726408745648808423', '1726408745647355021', '1726408745640835548', '1726408745640406804']",normal
"['1726408745698907283', '1726408745680453229', '1726408745679959118', '1726408745677361580', '1726408745670760129', '1726408745648808423', '1726408745647355021', '1726408745640835548', '1726408745640406804', '1726408745633662722']",normal
"['1726408745680453229', '1726408745679959118', '1726408745677361580', '1726408745670760129', '1726408745648808423', '1726408745647355021', '1726408745640835548', '1726408745640406804', '1726408745633662722', '1726408745626483632']",normal
"['1726408745679959118', '1726408745677361580', '1726408745670760129', '1726408745648808423', '1726408745647355021', '1726408745640835548', '1726408745640406804', '1726408745633662722', '1726408745626483632', '1726408745615608384']",normal
"['1726408745677361580', '1726408745670760129', '1726408745648808423', '1726408745647355021', '1726408745640835548', '1726408745640406804', '1726408745633662722', '1726408745626483632', '1726408745615608384', '1726408745615544828']",normal
"['1726408745670760129', '1726408745648808423', '1726408745647355021', '1726408745640835548', '1726408745640406804', '1726408745633662722', '1726408745626483632', '1726408745615608384', '1726408745615544828', '1726408745614186473']",normal
"['1726408745648808423', '1726408745647355021', '1726408745640835548', '1726408745640406804', '1726408745633662722', '1726408745626483632', '1726408745615608384', '1726408745615544828', '1726408745614186473', '1726408745613510516']",normal
"['1726408745647355021', '1726408745640835548', '1726408745640406804', '1726408745633662722', '1726408745626483632', '1726408745615608384', '1726408745615544828', '1726408745614186473', '1726408745613510516', '1726408745610575643']",normal
"['1726408745640835548', '1726408745640406804', '1726408745633662722', '1726408745626483632', '1726408745615608384', '1726408745615544828', '1726408745614186473', '1726408745613510516', '1726408745610575643', '1726408745602689786']",normal
"['1726408745640406804', '1726408745633662722', '1726408745626483632', '1726408745615608384', '1726408745615544828', '1726408745614186473', '1726408745613510516', '1726408745610575643', '1726408745602689786', '1726408745597381426']",normal
"['1726408745633662722', '1726408745626483632', '1726408745615608384', '1726408745615544828', '1726408745614186473', '1726408745613510516', '1726408745610575643', '1726408745602689786', '1726408745597381426', '1726408745575195272']",normal
"['1726408745626483632', '1726408745615608384', '1726408745615544828', '1726408745614186473', '1726408745613510516', '1726408745610575643', '1726408745602689786', '1726408745597381426', '1726408745575195272', '1726408745557823548']",normal
"['1726408745615608384', '1726408745615544828', '1726408745614186473', '1726408745613510516', '1726408745610575643', '1726408745602689786', '1726408745597381426', '1726408745575195272', '1726408745557823548', '1726408745547225406']",normal
"['1726408745615544828', '1726408745614186473', '1726408745613510516', '1726408745610575643', '1726408745602689786', '1726408745597381426', '1726408745575195272', '1726408745557823548', '1726408745547225406', '1726408745520832981']",normal
"['1726408745614186473', '1726408745613510516', '1726408745610575643', '1726408745602689786', '1726408745597381426', '1726408745575195272', '1726408745557823548', '1726408745547225406', '1726408745520832981', '1726408745512322012']",normal
"['1726408745613510516', '1726408745610575643', '1726408745602689786', '1726408745597381426', '1726408745575195272', '1726408745557823548', '1726408745547225406', '1726408745520832981', '1726408745512322012', '1726408745508044230']",normal
"['1726408745610575643', '1726408745602689786', '1726408745597381426', '1726408745575195272', '1726408745557823548', '1726408745547225406', '1726408745520832981', '1726408745512322012', '1726408745508044230', '1726408745501755240']",normal
"['1726408745602689786', '1726408745597381426', '1726408745575195272', '1726408745557823548', '1726408745547225406', '1726408745520832981', '1726408745512322012', '1726408745508044230', '1726408745501755240', '1726408745501705618']",normal
"['1726408745597381426', '1726408745575195272', '1726408745557823548', '1726408745547225406', '1726408745520832981', '1726408745512322012', '1726408745508044230', '1726408745501755240', '1726408745501705618', '1726408745480936763']",normal
"['1726408745575195272', '1726408745557823548', '1726408745547225406', '1726408745520832981', '1726408745512322012', '1726408745508044230', '1726408745501755240', '1726408745501705618', '1726408745480936763', '1726408745469713975']",normal
"['1726408745557823548', '1726408745547225406', '1726408745520832981', '1726408745512322012', '1726408745508044230', '1726408745501755240', '1726408745501705618', '1726408745480936763', '1726408745469713975', '1726408745455417603']",normal
"['1726408745547225406', '1726408745520832981', '1726408745512322012', '1726408745508044230', '1726408745501755240', '1726408745501705618', '1726408745480936763', '1726408745469713975', '1726408745455417603', '1726408745455399601']",normal
"['1726408745520832981', '1726408745512322012', '1726408745508044230', '1726408745501755240', '1726408745501705618', '1726408745480936763', '1726408745469713975', '1726408745455417603', '1726408745455399601', '1726408745445910640']",normal
"['1726408745512322012', '1726408745508044230', '1726408745501755240', '1726408745501705618', '1726408745480936763', '1726408745469713975', '1726408745455417603', '1726408745455399601', '1726408745445910640', '1726408745445461924']",normal
"['1726408745508044230', '1726408745501755240', '1726408745501705618', '1726408745480936763', '1726408745469713975', '1726408745455417603', '1726408745455399601', '1726408745445910640', '1726408745445461924', '1726408745430028772']",normal
"['1726408745501755240', '1726408745501705618', '1726408745480936763', '1726408745469713975', '1726408745455417603', '1726408745455399601', '1726408745445910640', '1726408745445461924', '1726408745430028772', '1726408745420613706']",normal
"['1726408745501705618', '1726408745480936763', '1726408745469713975', '1726408745455417603', '1726408745455399601', '1726408745445910640', '1726408745445461924', '1726408745430028772', '1726408745420613706', '1726408745410694167']",normal
"['1726408745480936763', '1726408745469713975', '1726408745455417603', '1726408745455399601', '1726408745445910640', '1726408745445461924', '1726408745430028772', '1726408745420613706', '1726408745410694167', '1726408745410500307']",normal
"['1726408745469713975', '1726408745455417603', '1726408745455399601', '1726408745445910640', '1726408745445461924', '1726408745430028772', '1726408745420613706', '1726408745410694167', '1726408745410500307', '1726408745402004363']",normal
